tenant_id,transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,channel
demo_business_001,T0000077,2024-08-21,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000073,2024-08-21,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000075,2024-08-21,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0000074,2024-08-21,C000,P013,1,18.0,18.0,cash,retail
demo_business_001,T0000081,2024-08-21,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000076,2024-08-21,C000,P005,1,5.25,5.25,mobile_wallet,retail
demo_business_001,T0000082,2024-08-21,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000094,2024-08-21,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000084,2024-08-21,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000086,2024-08-21,C000,P012,1,14.0,14.0,mobile_wallet,retail
demo_business_001,T0000087,2024-08-21,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000088,2024-08-21,C000,P007,1,3.5,3.5,mobile_wallet,retail
demo_business_001,T0000089,2024-08-21,C000,P009,2,3.0,6.0,card,retail
demo_business_001,T0000090,2024-08-21,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000091,2024-08-21,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000092,2024-08-21,C000,P002,3,4.5,13.5,card,retail
demo_business_001,T0000093,2024-08-21,C000,P003,2,4.75,9.5,card,retail
demo_business_001,T0000072,2024-08-21,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000083,2024-08-21,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000071,2024-08-21,C000,P002,2,4.5,9.0,mobile_wallet,retail
demo_business_001,T0000085,2024-08-21,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000069,2024-08-21,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000070,2024-08-21,C000,P003,3,4.75,14.25,mobile_wallet,retail
demo_business_001,T0000047,2024-08-21,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000048,2024-08-21,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0000050,2024-08-21,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000051,2024-08-21,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0000052,2024-08-21,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000053,2024-08-21,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0000054,2024-08-21,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0000055,2024-08-21,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000056,2024-08-21,C000,P002,2,4.5,9.0,card,retail
demo_business_001,T0000057,2024-08-21,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000049,2024-08-21,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000059,2024-08-21,C000,P005,2,5.25,10.5,mobile_wallet,retail
demo_business_001,T0000058,2024-08-21,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000068,2024-08-21,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000067,2024-08-21,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000065,2024-08-21,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0000064,2024-08-21,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000066,2024-08-21,C000,P009,2,3.0,6.0,card,retail
demo_business_001,T0000062,2024-08-21,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0000061,2024-08-21,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000060,2024-08-21,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000063,2024-08-21,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000117,2024-08-22,C000,P004,2,4.95,9.9,cash,retail
demo_business_001,T0000123,2024-08-22,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000118,2024-08-22,C000,P016,1,25.0,25.0,cash,retail
demo_business_001,T0000119,2024-08-22,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000116,2024-08-22,C000,P001,2,3.25,6.5,mobile_wallet,retail
demo_business_001,T0000121,2024-08-22,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000122,2024-08-22,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000124,2024-08-22,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000129,2024-08-22,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0000126,2024-08-22,C000,P007,2,3.5,7.0,mobile_wallet,retail
demo_business_001,T0000127,2024-08-22,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000128,2024-08-22,C000,P008,2,3.25,6.5,cash,retail
demo_business_001,T0000130,2024-08-22,C000,P013,1,18.0,18.0,cash,retail
demo_business_001,T0000131,2024-08-22,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000132,2024-08-22,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000115,2024-08-22,C000,P002,2,4.5,9.0,card,retail
demo_business_001,T0000133,2024-08-22,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0000125,2024-08-22,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000114,2024-08-22,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000120,2024-08-22,C000,P003,2,4.75,9.5,card,retail
demo_business_001,T0000112,2024-08-22,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000113,2024-08-22,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000096,2024-08-22,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0000097,2024-08-22,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000098,2024-08-22,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0000099,2024-08-22,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000100,2024-08-22,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0000101,2024-08-22,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000102,2024-08-22,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000095,2024-08-22,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000104,2024-08-22,C000,P014,2,12.0,24.0,card,retail
demo_business_001,T0000105,2024-08-22,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000106,2024-08-22,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000107,2024-08-22,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000108,2024-08-22,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000109,2024-08-22,C000,P014,1,12.0,12.0,mobile_wallet,retail
demo_business_001,T0000110,2024-08-22,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0000103,2024-08-22,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000111,2024-08-22,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000187,2024-08-23,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000186,2024-08-23,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000185,2024-08-23,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000184,2024-08-23,C000,P005,1,5.25,5.25,mobile_wallet,retail
demo_business_001,T0000183,2024-08-23,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000182,2024-08-23,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0000181,2024-08-23,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000177,2024-08-23,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000179,2024-08-23,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000178,2024-08-23,C000,P001,2,3.25,6.5,cash,retail
demo_business_001,T0000176,2024-08-23,C000,P004,3,4.95,14.85,card,retail
demo_business_001,T0000175,2024-08-23,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0000174,2024-08-23,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0000173,2024-08-23,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0000188,2024-08-23,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000180,2024-08-23,C000,P003,3,4.75,14.25,card,retail
demo_business_001,T0000189,2024-08-23,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000199,2024-08-23,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0000191,2024-08-23,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000172,2024-08-23,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000207,2024-08-23,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000206,2024-08-23,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000205,2024-08-23,C000,P015,2,15.0,30.0,mobile_wallet,retail
demo_business_001,T0000204,2024-08-23,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000203,2024-08-23,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000202,2024-08-23,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0000190,2024-08-23,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0000201,2024-08-23,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000198,2024-08-23,C000,P006,2,3.75,7.5,mobile_wallet,retail
demo_business_001,T0000197,2024-08-23,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000196,2024-08-23,C000,P006,1,3.75,3.75,cash,retail
demo_business_001,T0000195,2024-08-23,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000194,2024-08-23,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0000193,2024-08-23,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0000192,2024-08-23,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000200,2024-08-23,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0000171,2024-08-23,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000153,2024-08-23,C000,P007,2,3.5,7.0,cash,retail
demo_business_001,T0000169,2024-08-23,C000,P004,2,4.95,9.9,mobile_wallet,retail
demo_business_001,T0000148,2024-08-23,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0000147,2024-08-23,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000146,2024-08-23,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000145,2024-08-23,C000,P012,2,14.0,28.0,cash,retail
demo_business_001,T0000144,2024-08-23,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0000142,2024-08-23,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000141,2024-08-23,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0000140,2024-08-23,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0000139,2024-08-23,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000138,2024-08-23,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000137,2024-08-23,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000136,2024-08-23,C000,P010,2,7.5,15.0,card,retail
demo_business_001,T0000135,2024-08-23,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0000134,2024-08-23,C000,P002,2,4.5,9.0,cash,retail
demo_business_001,T0000170,2024-08-23,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0000149,2024-08-23,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000150,2024-08-23,C000,P007,2,3.5,7.0,cash,retail
demo_business_001,T0000143,2024-08-23,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000152,2024-08-23,C000,P008,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000168,2024-08-23,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000151,2024-08-23,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0000166,2024-08-23,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000165,2024-08-23,C000,P013,2,18.0,36.0,cash,retail
demo_business_001,T0000164,2024-08-23,C000,P015,1,15.0,15.0,cash,retail
demo_business_001,T0000163,2024-08-23,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0000162,2024-08-23,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000161,2024-08-23,C000,P001,3,3.25,9.75,cash,retail
demo_business_001,T0000167,2024-08-23,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0000159,2024-08-23,C000,P009,3,3.0,9.0,mobile_wallet,retail
demo_business_001,T0000158,2024-08-23,C000,P008,2,3.25,6.5,cash,retail
demo_business_001,T0000157,2024-08-23,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000156,2024-08-23,C000,P011,2,6.95,13.9,card,retail
demo_business_001,T0000155,2024-08-23,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000154,2024-08-23,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000160,2024-08-23,C000,P002,1,4.5,4.5,mobile_wallet,retail
demo_business_001,T0000261,2024-08-24,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000260,2024-08-24,C000,P005,1,5.25,5.25,mobile_wallet,retail
demo_business_001,T0000259,2024-08-24,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000258,2024-08-24,C000,P011,1,6.95,6.95,mobile_wallet,retail
demo_business_001,T0000257,2024-08-24,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0000256,2024-08-24,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0000255,2024-08-24,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000251,2024-08-24,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0000253,2024-08-24,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0000252,2024-08-24,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0000247,2024-08-24,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0000250,2024-08-24,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0000249,2024-08-24,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000248,2024-08-24,C000,P002,2,4.5,9.0,mobile_wallet,retail
demo_business_001,T0000262,2024-08-24,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0000254,2024-08-24,C000,P001,2,3.25,6.5,card,retail
demo_business_001,T0000263,2024-08-24,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000280,2024-08-24,C000,P013,3,18.0,54.0,cash,retail
demo_business_001,T0000265,2024-08-24,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000281,2024-08-24,C000,P005,2,5.25,10.5,cash,retail
demo_business_001,T0000246,2024-08-24,C000,P016,1,25.0,25.0,cash,retail
demo_business_001,T0000279,2024-08-24,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000278,2024-08-24,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0000277,2024-08-24,C000,P003,2,4.75,9.5,card,retail
demo_business_001,T0000276,2024-08-24,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000275,2024-08-24,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000264,2024-08-24,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000274,2024-08-24,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0000272,2024-08-24,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000271,2024-08-24,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000270,2024-08-24,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000269,2024-08-24,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000268,2024-08-24,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000267,2024-08-24,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000266,2024-08-24,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000273,2024-08-24,C000,P007,1,3.5,3.5,mobile_wallet,retail
demo_business_001,T0000245,2024-08-24,C000,P015,1,15.0,15.0,mobile_wallet,retail
demo_business_001,T0000238,2024-08-24,C000,P015,1,15.0,15.0,mobile_wallet,retail
demo_business_001,T0000243,2024-08-24,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0000222,2024-08-24,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0000221,2024-08-24,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0000220,2024-08-24,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000219,2024-08-24,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000218,2024-08-24,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000217,2024-08-24,C000,P005,2,5.25,10.5,card,retail
demo_business_001,T0000216,2024-08-24,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000215,2024-08-24,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000214,2024-08-24,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000244,2024-08-24,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000212,2024-08-24,C000,P003,3,4.75,14.25,card,retail
demo_business_001,T0000211,2024-08-24,C000,P008,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000210,2024-08-24,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000209,2024-08-24,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000208,2024-08-24,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0000223,2024-08-24,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000224,2024-08-24,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000213,2024-08-24,C000,P004,3,4.95,14.85,card,retail
demo_business_001,T0000226,2024-08-24,C000,P008,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0000225,2024-08-24,C000,P006,1,3.75,3.75,mobile_wallet,retail
demo_business_001,T0000242,2024-08-24,C000,P016,1,25.0,25.0,cash,retail
demo_business_001,T0000241,2024-08-24,C000,P007,3,3.5,10.5,card,retail
demo_business_001,T0000239,2024-08-24,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000237,2024-08-24,C000,P011,1,6.95,6.95,mobile_wallet,retail
demo_business_001,T0000236,2024-08-24,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0000235,2024-08-24,C000,P009,3,3.0,9.0,cash,retail
demo_business_001,T0000240,2024-08-24,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0000233,2024-08-24,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0000232,2024-08-24,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0000231,2024-08-24,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000230,2024-08-24,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000229,2024-08-24,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0000228,2024-08-24,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000234,2024-08-24,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000227,2024-08-24,C000,P005,2,5.25,10.5,card,retail
demo_business_001,T0000317,2024-08-25,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0000316,2024-08-25,C000,P012,2,14.0,28.0,card,retail
demo_business_001,T0000315,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000314,2024-08-25,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0000311,2024-08-25,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000312,2024-08-25,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0000310,2024-08-25,C000,P016,1,25.0,25.0,cash,retail
demo_business_001,T0000309,2024-08-25,C000,P015,1,15.0,15.0,cash,retail
demo_business_001,T0000318,2024-08-25,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000313,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000319,2024-08-25,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000327,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000321,2024-08-25,C000,P007,2,3.5,7.0,mobile_wallet,retail
demo_business_001,T0000322,2024-08-25,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0000323,2024-08-25,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0000324,2024-08-25,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000325,2024-08-25,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0000326,2024-08-25,C000,P014,1,12.0,12.0,mobile_wallet,retail
demo_business_001,T0000328,2024-08-25,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0000329,2024-08-25,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000330,2024-08-25,C000,P012,3,14.0,42.0,card,retail
demo_business_001,T0000308,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000320,2024-08-25,C000,P016,3,25.0,75.0,card,retail
demo_business_001,T0000307,2024-08-25,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000304,2024-08-25,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0000305,2024-08-25,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0000282,2024-08-25,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0000283,2024-08-25,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000285,2024-08-25,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000286,2024-08-25,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000287,2024-08-25,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000288,2024-08-25,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0000289,2024-08-25,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0000290,2024-08-25,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000291,2024-08-25,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0000292,2024-08-25,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0000293,2024-08-25,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0000284,2024-08-25,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0000295,2024-08-25,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000294,2024-08-25,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0000306,2024-08-25,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0000302,2024-08-25,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0000301,2024-08-25,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0000303,2024-08-25,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0000299,2024-08-25,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000298,2024-08-25,C000,P011,2,6.95,13.9,card,retail
demo_business_001,T0000297,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000296,2024-08-25,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0000300,2024-08-25,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000353,2024-08-26,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0000360,2024-08-26,C000,P015,3,15.0,45.0,mobile_wallet,retail
demo_business_001,T0000354,2024-08-26,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0000355,2024-08-26,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0000356,2024-08-26,C000,P005,2,5.25,10.5,cash,retail
demo_business_001,T0000357,2024-08-26,C000,P011,1,6.95,6.95,card,retail
