tenant_id,ledger_id,entry_date,flow_type,category,amount,description,customer_id
demo_business_001,L0000046,2024-10-04,inflow,retail_sales,414.85,Daily retail sales receipts,
demo_business_001,L0000047,2024-10-05,inflow,retail_sales,619.65,Daily retail sales receipts,
demo_business_001,L0001013,2024-10-05,outflow,payroll,3843.16,Biweekly payroll,
demo_business_001,L0000048,2024-10-06,inflow,retail_sales,605.65,Daily retail sales receipts,
demo_business_001,L0000049,2024-10-07,inflow,retail_sales,358.65,Daily retail sales receipts,
demo_business_001,L0000888,2024-10-08,outflow,inventory_restock,2663.41,Routine inventory / COGS restock,
demo_business_001,L0000050,2024-10-08,inflow,retail_sales,302.35,Daily retail sales receipts,
demo_business_001,L0000051,2024-10-09,inflow,retail_sales,422.85,Daily retail sales receipts,
demo_business_001,L0000052,2024-10-10,inflow,retail_sales,537.25,Daily retail sales receipts,
demo_business_001,L0000053,2024-10-11,inflow,retail_sales,536.6,Daily retail sales receipts,
demo_business_001,L0000054,2024-10-12,inflow,retail_sales,803.9,Daily retail sales receipts,
demo_business_001,L0000731,2024-10-12,inflow,wholesale_invoice_payment,192.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000055,2024-10-13,inflow,retail_sales,609.15,Daily retail sales receipts,
demo_business_001,L0000056,2024-10-14,inflow,retail_sales,310.65,Daily retail sales receipts,
demo_business_001,L0000057,2024-10-15,inflow,retail_sales,477.55,Daily retail sales receipts,
demo_business_001,L0000058,2024-10-16,inflow,retail_sales,438.15,Daily retail sales receipts,
demo_business_001,L0000059,2024-10-17,inflow,retail_sales,602.05,Daily retail sales receipts,
demo_business_001,L0000060,2024-10-18,inflow,retail_sales,679.25,Daily retail sales receipts,
demo_business_001,L0001014,2024-10-19,outflow,payroll,3856.3,Biweekly payroll,
demo_business_001,L0000061,2024-10-19,inflow,retail_sales,794.75,Daily retail sales receipts,
demo_business_001,L0000062,2024-10-20,inflow,retail_sales,594.35,Daily retail sales receipts,
demo_business_001,L0000063,2024-10-21,inflow,retail_sales,416.85,Daily retail sales receipts,
demo_business_001,L0000064,2024-10-22,inflow,retail_sales,505.3,Daily retail sales receipts,
demo_business_001,L0000889,2024-10-22,outflow,inventory_restock,2523.58,Routine inventory / COGS restock,
demo_business_001,L0000065,2024-10-23,inflow,retail_sales,341.0,Daily retail sales receipts,
demo_business_001,L0000066,2024-10-24,inflow,retail_sales,481.4,Daily retail sales receipts,
demo_business_001,L0000067,2024-10-25,inflow,retail_sales,599.55,Daily retail sales receipts,
demo_business_001,L0000068,2024-10-26,inflow,retail_sales,790.95,Daily retail sales receipts,
demo_business_001,L0000069,2024-10-27,inflow,retail_sales,513.2,Daily retail sales receipts,
demo_business_001,L0000070,2024-10-28,inflow,retail_sales,390.75,Daily retail sales receipts,
demo_business_001,L0000071,2024-10-29,inflow,retail_sales,388.55,Daily retail sales receipts,
demo_business_001,L0000072,2024-10-30,inflow,retail_sales,546.35,Daily retail sales receipts,
demo_business_001,L0000073,2024-10-31,inflow,retail_sales,260.95,Daily retail sales receipts,
demo_business_001,L0000944,2024-11-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000945,2024-11-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000946,2024-11-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000074,2024-11-01,inflow,retail_sales,842.3,Daily retail sales receipts,
demo_business_001,L0000075,2024-11-02,inflow,retail_sales,810.2,Daily retail sales receipts,
demo_business_001,L0001015,2024-11-02,outflow,payroll,3869.43,Biweekly payroll,
demo_business_001,L0000076,2024-11-03,inflow,retail_sales,687.8,Daily retail sales receipts,
demo_business_001,L0000077,2024-11-04,inflow,retail_sales,529.45,Daily retail sales receipts,
demo_business_001,L0000078,2024-11-05,inflow,retail_sales,379.6,Daily retail sales receipts,
demo_business_001,L0000890,2024-11-05,outflow,inventory_restock,3279.21,Routine inventory / COGS restock,
demo_business_001,L0000079,2024-11-06,inflow,retail_sales,496.0,Daily retail sales receipts,
demo_business_001,L0000080,2024-11-07,inflow,retail_sales,584.15,Daily retail sales receipts,
demo_business_001,L0000081,2024-11-08,inflow,retail_sales,634.65,Daily retail sales receipts,
demo_business_001,L0000082,2024-11-09,inflow,retail_sales,997.7,Daily retail sales receipts,
demo_business_001,L0000083,2024-11-10,inflow,retail_sales,627.6,Daily retail sales receipts,
demo_business_001,L0000084,2024-11-11,inflow,retail_sales,386.4,Daily retail sales receipts,
demo_business_001,L0000085,2024-11-12,inflow,retail_sales,528.2,Daily retail sales receipts,
demo_business_001,L0000732,2024-11-13,inflow,wholesale_invoice_payment,2052.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000086,2024-11-13,inflow,retail_sales,427.95,Daily retail sales receipts,
demo_business_001,L0000087,2024-11-14,inflow,retail_sales,670.3,Daily retail sales receipts,
demo_business_001,L0000088,2024-11-15,inflow,retail_sales,742.1,Daily retail sales receipts,
demo_business_001,L0001016,2024-11-16,outflow,payroll,3882.57,Biweekly payroll,
demo_business_001,L0000089,2024-11-16,inflow,retail_sales,927.9,Daily retail sales receipts,
demo_business_001,L0000090,2024-11-17,inflow,retail_sales,588.95,Daily retail sales receipts,
demo_business_001,L0000091,2024-11-18,inflow,retail_sales,602.55,Daily retail sales receipts,
demo_business_001,L0000891,2024-11-19,outflow,inventory_restock,3340.97,Routine inventory / COGS restock,
demo_business_001,L0000092,2024-11-19,inflow,retail_sales,505.8,Daily retail sales receipts,
demo_business_001,L0000093,2024-11-20,inflow,retail_sales,588.45,Daily retail sales receipts,
demo_business_001,L0000094,2024-11-21,inflow,retail_sales,620.3,Daily retail sales receipts,
demo_business_001,L0000095,2024-11-22,inflow,retail_sales,736.85,Daily retail sales receipts,
demo_business_001,L0000096,2024-11-23,inflow,retail_sales,911.1,Daily retail sales receipts,
demo_business_001,L0000097,2024-11-24,inflow,retail_sales,642.0,Daily retail sales receipts,
demo_business_001,L0000098,2024-11-25,inflow,retail_sales,369.1,Daily retail sales receipts,
demo_business_001,L0000099,2024-11-26,inflow,retail_sales,426.5,Daily retail sales receipts,
demo_business_001,L0000734,2024-11-27,inflow,wholesale_invoice_payment,496.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000100,2024-11-27,inflow,retail_sales,494.35,Daily retail sales receipts,
demo_business_001,L0000101,2024-11-28,inflow,retail_sales,477.15,Daily retail sales receipts,
demo_business_001,L0000102,2024-11-29,inflow,retail_sales,711.0,Daily retail sales receipts,
demo_business_001,L0001017,2024-11-30,outflow,payroll,3895.7,Biweekly payroll,
demo_business_001,L0000103,2024-11-30,inflow,retail_sales,973.55,Daily retail sales receipts,
demo_business_001,L0000104,2024-12-01,inflow,retail_sales,1066.05,Daily retail sales receipts,
demo_business_001,L0000949,2024-12-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000948,2024-12-01,outflow,utilities,437.0,Monthly utilities,
demo_business_001,L0000947,2024-12-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000105,2024-12-02,inflow,retail_sales,710.05,Daily retail sales receipts,
demo_business_001,L0000892,2024-12-03,outflow,inventory_restock,3716.33,Routine inventory / COGS restock,
demo_business_001,L0000106,2024-12-03,inflow,retail_sales,518.65,Daily retail sales receipts,
demo_business_001,L0000107,2024-12-04,inflow,retail_sales,622.15,Daily retail sales receipts,
demo_business_001,L0000108,2024-12-05,inflow,retail_sales,666.15,Daily retail sales receipts,
demo_business_001,L0000109,2024-12-06,inflow,retail_sales,983.35,Daily retail sales receipts,
demo_business_001,L0000110,2024-12-07,inflow,retail_sales,989.9,Daily retail sales receipts,
demo_business_001,L0000111,2024-12-08,inflow,retail_sales,735.95,Daily retail sales receipts,
demo_business_001,L0000112,2024-12-09,inflow,retail_sales,651.0,Daily retail sales receipts,
demo_business_001,L0000113,2024-12-10,inflow,retail_sales,798.9,Daily retail sales receipts,
demo_business_001,L0000735,2024-12-10,inflow,wholesale_invoice_payment,693.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000114,2024-12-11,inflow,retail_sales,604.25,Daily retail sales receipts,
demo_business_001,L0000115,2024-12-12,inflow,retail_sales,753.6,Daily retail sales receipts,
demo_business_001,L0000116,2024-12-13,inflow,retail_sales,678.45,Daily retail sales receipts,
demo_business_001,L0000117,2024-12-14,inflow,retail_sales,760.85,Daily retail sales receipts,
demo_business_001,L0001018,2024-12-14,outflow,payroll,3908.84,Biweekly payroll,
demo_business_001,L0000118,2024-12-15,inflow,retail_sales,837.25,Daily retail sales receipts,
demo_business_001,L0000119,2024-12-16,inflow,retail_sales,700.2,Daily retail sales receipts,
demo_business_001,L0000120,2024-12-17,inflow,retail_sales,822.25,Daily retail sales receipts,
demo_business_001,L0000893,2024-12-17,outflow,inventory_restock,3433.86,Routine inventory / COGS restock,
demo_business_001,L0000121,2024-12-18,inflow,retail_sales,508.75,Daily retail sales receipts,
demo_business_001,L0000122,2024-12-19,inflow,retail_sales,715.3,Daily retail sales receipts,
demo_business_001,L0000123,2024-12-20,inflow,retail_sales,711.95,Daily retail sales receipts,
demo_business_001,L0000124,2024-12-21,inflow,retail_sales,811.25,Daily retail sales receipts,
demo_business_001,L0000125,2024-12-22,inflow,retail_sales,740.25,Daily retail sales receipts,
demo_business_001,L0000126,2024-12-23,inflow,retail_sales,392.5,Daily retail sales receipts,
demo_business_001,L0000127,2024-12-24,inflow,retail_sales,540.0,Daily retail sales receipts,
demo_business_001,L0000128,2024-12-25,inflow,retail_sales,513.95,Daily retail sales receipts,
demo_business_001,L0000739,2024-12-26,inflow,wholesale_invoice_payment,384.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000129,2024-12-26,inflow,retail_sales,861.3,Daily retail sales receipts,
demo_business_001,L0000130,2024-12-27,inflow,retail_sales,671.45,Daily retail sales receipts,
demo_business_001,L0001019,2024-12-28,outflow,payroll,3921.98,Biweekly payroll,
demo_business_001,L0000131,2024-12-28,inflow,retail_sales,916.8,Daily retail sales receipts,
demo_business_001,L0000132,2024-12-29,inflow,retail_sales,895.05,Daily retail sales receipts,
demo_business_001,L0000133,2024-12-30,inflow,retail_sales,392.1,Daily retail sales receipts,
demo_business_001,L0000134,2024-12-31,inflow,retail_sales,523.7,Daily retail sales receipts,
demo_business_001,L0000894,2024-12-31,outflow,inventory_restock,3736.04,Routine inventory / COGS restock,
demo_business_001,L0000135,2025-01-01,inflow,retail_sales,294.45,Daily retail sales receipts,
demo_business_001,L0000950,2025-01-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000951,2025-01-01,outflow,utilities,437.0,Monthly utilities,
demo_business_001,L0000952,2025-01-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000136,2025-01-02,inflow,retail_sales,378.55,Daily retail sales receipts,
demo_business_001,L0000137,2025-01-03,inflow,retail_sales,436.75,Daily retail sales receipts,
demo_business_001,L0000138,2025-01-04,inflow,retail_sales,550.55,Daily retail sales receipts,
demo_business_001,L0000139,2025-01-05,inflow,retail_sales,403.5,Daily retail sales receipts,
demo_business_001,L0000140,2025-01-06,inflow,retail_sales,401.45,Daily retail sales receipts,
demo_business_001,L0000141,2025-01-07,inflow,retail_sales,257.6,Daily retail sales receipts,
demo_business_001,L0000142,2025-01-08,inflow,retail_sales,285.25,Daily retail sales receipts,
demo_business_001,L0000143,2025-01-09,inflow,retail_sales,262.65,Daily retail sales receipts,
demo_business_001,L0000144,2025-01-10,inflow,retail_sales,479.45,Daily retail sales receipts,
demo_business_001,L0000145,2025-01-11,inflow,retail_sales,385.0,Daily retail sales receipts,
demo_business_001,L0001020,2025-01-11,outflow,payroll,3935.11,Biweekly payroll,
demo_business_001,L0000146,2025-01-12,inflow,retail_sales,494.4,Daily retail sales receipts,
demo_business_001,L0000737,2025-01-13,inflow,wholesale_invoice_payment,1072.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000147,2025-01-13,inflow,retail_sales,407.0,Daily retail sales receipts,
demo_business_001,L0000148,2025-01-14,inflow,retail_sales,347.5,Daily retail sales receipts,
demo_business_001,L0000895,2025-01-14,outflow,inventory_restock,1902.1,Routine inventory / COGS restock,
demo_business_001,L0000149,2025-01-15,inflow,retail_sales,248.45,Daily retail sales receipts,
demo_business_001,L0000150,2025-01-16,inflow,retail_sales,318.1,Daily retail sales receipts,
demo_business_001,L0000151,2025-01-17,inflow,retail_sales,243.55,Daily retail sales receipts,
demo_business_001,L0000152,2025-01-18,inflow,retail_sales,355.15,Daily retail sales receipts,
demo_business_001,L0000153,2025-01-19,inflow,retail_sales,464.7,Daily retail sales receipts,
demo_business_001,L0000154,2025-01-20,inflow,retail_sales,393.3,Daily retail sales receipts,
demo_business_001,L0000155,2025-01-21,inflow,retail_sales,210.95,Daily retail sales receipts,
demo_business_001,L0000156,2025-01-22,inflow,retail_sales,322.7,Daily retail sales receipts,
demo_business_001,L0000157,2025-01-23,inflow,retail_sales,347.6,Daily retail sales receipts,
demo_business_001,L0000158,2025-01-24,inflow,retail_sales,490.25,Daily retail sales receipts,
demo_business_001,L0000159,2025-01-25,inflow,retail_sales,467.65,Daily retail sales receipts,
demo_business_001,L0001021,2025-01-25,outflow,payroll,3948.25,Biweekly payroll,
demo_business_001,L0000160,2025-01-26,inflow,retail_sales,343.0,Daily retail sales receipts,
demo_business_001,L0000161,2025-01-27,inflow,retail_sales,215.65,Daily retail sales receipts,
demo_business_001,L0000162,2025-01-28,inflow,retail_sales,439.2,Daily retail sales receipts,
demo_business_001,L0000896,2025-01-28,outflow,inventory_restock,1753.34,Routine inventory / COGS restock,
demo_business_001,L0000163,2025-01-29,inflow,retail_sales,382.6,Daily retail sales receipts,
demo_business_001,L0000164,2025-01-30,inflow,retail_sales,239.6,Daily retail sales receipts,
demo_business_001,L0000165,2025-01-31,inflow,retail_sales,730.95,Daily retail sales receipts,
demo_business_001,L0000953,2025-02-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000954,2025-02-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000955,2025-02-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000166,2025-02-01,inflow,retail_sales,623.35,Daily retail sales receipts,
demo_business_001,L0000167,2025-02-02,inflow,retail_sales,489.65,Daily retail sales receipts,
demo_business_001,L0000743,2025-02-03,inflow,wholesale_invoice_payment,855.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000168,2025-02-03,inflow,retail_sales,333.55,Daily retail sales receipts,
demo_business_001,L0000169,2025-02-04,inflow,retail_sales,273.75,Daily retail sales receipts,
demo_business_001,L0000170,2025-02-05,inflow,retail_sales,284.2,Daily retail sales receipts,
demo_business_001,L0000171,2025-02-06,inflow,retail_sales,228.25,Daily retail sales receipts,
demo_business_001,L0000172,2025-02-07,inflow,retail_sales,463.15,Daily retail sales receipts,
demo_business_001,L0001022,2025-02-08,outflow,payroll,3961.38,Biweekly payroll,
demo_business_001,L0000173,2025-02-08,inflow,retail_sales,519.4,Daily retail sales receipts,
demo_business_001,L0000174,2025-02-09,inflow,retail_sales,447.95,Daily retail sales receipts,
demo_business_001,L0000733,2025-02-10,inflow,wholesale_invoice_payment,624.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000175,2025-02-10,inflow,retail_sales,240.05,Daily retail sales receipts,
demo_business_001,L0000897,2025-02-11,outflow,inventory_restock,1792.03,Routine inventory / COGS restock,
demo_business_001,L0000176,2025-02-11,inflow,retail_sales,372.75,Daily retail sales receipts,
demo_business_001,L0000741,2025-02-12,inflow,wholesale_invoice_payment,446.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000177,2025-02-12,inflow,retail_sales,324.7,Daily retail sales receipts,
demo_business_001,L0000178,2025-02-13,inflow,retail_sales,362.95,Daily retail sales receipts,
demo_business_001,L0000179,2025-02-14,inflow,retail_sales,379.75,Daily retail sales receipts,
demo_business_001,L0000180,2025-02-15,inflow,retail_sales,585.85,Daily retail sales receipts,
demo_business_001,L0000181,2025-02-16,inflow,retail_sales,488.5,Daily retail sales receipts,
demo_business_001,L0000182,2025-02-17,inflow,retail_sales,257.15,Daily retail sales receipts,
demo_business_001,L0000183,2025-02-18,inflow,retail_sales,329.8,Daily retail sales receipts,
demo_business_001,L0000742,2025-02-19,inflow,wholesale_invoice_payment,245.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000184,2025-02-19,inflow,retail_sales,274.0,Daily retail sales receipts,
demo_business_001,L0000185,2025-02-20,inflow,retail_sales,299.75,Daily retail sales receipts,
demo_business_001,L0000186,2025-02-21,inflow,retail_sales,439.7,Daily retail sales receipts,
demo_business_001,L0000736,2025-02-22,inflow,wholesale_invoice_payment,210.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000187,2025-02-22,inflow,retail_sales,510.2,Daily retail sales receipts,
demo_business_001,L0001023,2025-02-22,outflow,payroll,3974.52,Biweekly payroll,
demo_business_001,L0000188,2025-02-23,inflow,retail_sales,393.2,Daily retail sales receipts,
demo_business_001,L0000189,2025-02-24,inflow,retail_sales,218.25,Daily retail sales receipts,
demo_business_001,L0000190,2025-02-25,inflow,retail_sales,290.1,Daily retail sales receipts,
demo_business_001,L0000898,2025-02-25,outflow,inventory_restock,1780.92,Routine inventory / COGS restock,
demo_business_001,L0000191,2025-02-26,inflow,retail_sales,200.9,Daily retail sales receipts,
demo_business_001,L0000192,2025-02-27,inflow,retail_sales,246.65,Daily retail sales receipts,
demo_business_001,L0000193,2025-02-28,inflow,retail_sales,376.0,Daily retail sales receipts,
demo_business_001,L0000194,2025-03-01,inflow,retail_sales,617.15,Daily retail sales receipts,
demo_business_001,L0000957,2025-03-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000956,2025-03-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000958,2025-03-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000195,2025-03-02,inflow,retail_sales,427.1,Daily retail sales receipts,
demo_business_001,L0000196,2025-03-03,inflow,retail_sales,325.7,Daily retail sales receipts,
demo_business_001,L0000197,2025-03-04,inflow,retail_sales,328.25,Daily retail sales receipts,
demo_business_001,L0000198,2025-03-05,inflow,retail_sales,424.7,Daily retail sales receipts,
demo_business_001,L0000199,2025-03-06,inflow,retail_sales,377.9,Daily retail sales receipts,
demo_business_001,L0000200,2025-03-07,inflow,retail_sales,561.15,Daily retail sales receipts,
demo_business_001,L0000201,2025-03-08,inflow,retail_sales,669.8,Daily retail sales receipts,
demo_business_001,L0001024,2025-03-08,outflow,payroll,3987.65,Biweekly payroll,
demo_business_001,L0000202,2025-03-09,inflow,retail_sales,410.95,Daily retail sales receipts,
demo_business_001,L0000203,2025-03-10,inflow,retail_sales,277.6,Daily retail sales receipts,
demo_business_001,L0000738,2025-03-10,inflow,wholesale_invoice_payment,224.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000899,2025-03-11,outflow,inventory_restock,2060.24,Routine inventory / COGS restock,
demo_business_001,L0000204,2025-03-11,inflow,retail_sales,227.9,Daily retail sales receipts,
demo_business_001,L0000205,2025-03-12,inflow,retail_sales,255.7,Daily retail sales receipts,
demo_business_001,L0000206,2025-03-13,inflow,retail_sales,417.45,Daily retail sales receipts,
demo_business_001,L0000207,2025-03-14,inflow,retail_sales,454.25,Daily retail sales receipts,
demo_business_001,L0000208,2025-03-15,inflow,retail_sales,718.85,Daily retail sales receipts,
demo_business_001,L0000209,2025-03-16,inflow,retail_sales,523.1,Daily retail sales receipts,
demo_business_001,L0000745,2025-03-16,inflow,wholesale_invoice_payment,576.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000210,2025-03-17,inflow,retail_sales,411.55,Daily retail sales receipts,
demo_business_001,L0000748,2025-03-18,inflow,wholesale_invoice_payment,384.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000211,2025-03-18,inflow,retail_sales,348.05,Daily retail sales receipts,
demo_business_001,L0000212,2025-03-19,inflow,retail_sales,314.5,Daily retail sales receipts,
demo_business_001,L0000213,2025-03-20,inflow,retail_sales,550.8,Daily retail sales receipts,
demo_business_001,L0000214,2025-03-21,inflow,retail_sales,610.2,Daily retail sales receipts,
demo_business_001,L0001025,2025-03-22,outflow,payroll,4000.79,Biweekly payroll,
demo_business_001,L0000215,2025-03-22,inflow,retail_sales,489.2,Daily retail sales receipts,
demo_business_001,L0000746,2025-03-23,inflow,wholesale_invoice_payment,256.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000216,2025-03-23,inflow,retail_sales,447.1,Daily retail sales receipts,
demo_business_001,L0000217,2025-03-24,inflow,retail_sales,335.8,Daily retail sales receipts,
demo_business_001,L0000218,2025-03-25,inflow,retail_sales,285.85,Daily retail sales receipts,
demo_business_001,L0000900,2025-03-25,outflow,inventory_restock,2420.0,Routine inventory / COGS restock,
demo_business_001,L0000219,2025-03-26,inflow,retail_sales,414.8,Daily retail sales receipts,
demo_business_001,L0000220,2025-03-27,inflow,retail_sales,478.4,Daily retail sales receipts,
demo_business_001,L0000221,2025-03-28,inflow,retail_sales,696.35,Daily retail sales receipts,
demo_business_001,L0000222,2025-03-29,inflow,retail_sales,536.75,Daily retail sales receipts,
demo_business_001,L0000223,2025-03-30,inflow,retail_sales,584.05,Daily retail sales receipts,
demo_business_001,L0000224,2025-03-31,inflow,retail_sales,386.0,Daily retail sales receipts,
demo_business_001,L0000959,2025-04-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000961,2025-04-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000225,2025-04-01,inflow,retail_sales,355.6,Daily retail sales receipts,
demo_business_001,L0000960,2025-04-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000226,2025-04-02,inflow,retail_sales,524.25,Daily retail sales receipts,
demo_business_001,L0000227,2025-04-03,inflow,retail_sales,394.6,Daily retail sales receipts,
demo_business_001,L0000228,2025-04-04,inflow,retail_sales,523.0,Daily retail sales receipts,
demo_business_001,L0000751,2025-04-05,inflow,wholesale_invoice_payment,784.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0001026,2025-04-05,outflow,payroll,4013.93,Biweekly payroll,
demo_business_001,L0000229,2025-04-05,inflow,retail_sales,553.9,Daily retail sales receipts,
demo_business_001,L0000230,2025-04-06,inflow,retail_sales,420.2,Daily retail sales receipts,
demo_business_001,L0000231,2025-04-07,inflow,retail_sales,484.8,Daily retail sales receipts,
demo_business_001,L0000901,2025-04-08,outflow,inventory_restock,2303.26,Routine inventory / COGS restock,
